,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
510,gpt-3.5-turbo,New Living Translation Bible,319,23,"bearing fruit. Their seeds produced plants and trees of the same kind. And God saw that it was good.
","['bearing', 'fruit', '.', 'Their', 'seeds']","['will', 'produce', 'more', 'trees', 'of', 'the', 'same', 'kind', '.', '""']","['produced', 'plants', 'and', 'trees', 'of', 'the', 'same', 'kind', '.', 'And']",0.4,318,332
893,gpt-3.5-turbo,King James Bible,321,25,"was good.
13And the evening and the morning were the third day.
14And God said, Let there be lights in","['was', 'good', '.', '\n', '13And']","['the', 'evening', 'and', 'the', 'morning', 'were', 'the', 'third', 'day', '.']","['the', 'evening', 'and', 'the', 'morning', 'were', 'the', 'third', 'day', '.']",0.0,320,334
12,gpt-3.5-turbo,Christian Standard Bible ,321,32,"that it was good. 
13 Evening came and then morning: the third day.
14 Then God said, “Let there be lights in the expanse of","['that', 'it', 'was', 'good', '.', '\n', '13', 'Evening', 'came', 'and', 'then', 'morning', ':', 'the', 'third', 'day']","['""', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '""']","['.', '\n', '14', 'Then', 'God', 'said', ',', '“', 'Let', 'there']",1.0,320,345
408,gpt-3.5-turbo,New Living Translation Bible,326,33,"and trees of the same kind. And God saw that it was good.
13 And evening passed and morning came, marking the third day.
14 Then God","['and', 'trees', 'of', 'the', 'same', 'kind', '.']","['""', 'God', 'saw', 'that', 'it', 'was', 'good', ',', 'and', 'he', 'made', 'many', 'varieties', 'of', 'plants', 'and', 'trees', 'of', 'the', 'same', 'kind', '.', '""']","['And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n', '13', 'And', 'evening', 'passed', 'and', 'morning', 'came', ',', 'marking', 'the', 'third', 'day', '.', '\n']",0.6521739130434783,325,354
218,gpt-3.5-turbo,English Standard Bible,327,36,"their seed, each according to its kind. And God saw that it was good. 
13 And there was evening and there was morning, the third day.
14 And God","['their', 'seed', ',', 'each', 'according', 'to', 'its', 'kind', '.', 'And', 'God', 'saw']","['that', 'it', 'was', 'good', '.']","['that', 'it', 'was', 'good', '.']",0.0,326,342
538,gpt-3.5-turbo,New Living Translation Bible,327,25,"trees of the same kind. And God saw that it was good.
13 And evening passed and morning came, marking the","['trees', 'of', 'the', 'same', 'kind', '.', 'And', 'God', 'saw', 'that', 'it', 'was']","['good', '.']","['good', '.']",0.0,326,339
782,gpt-3.5-turbo,Amplified Bible,328,24,"affirmed and sustained it. 
11So God said, “Let the earth sprout [tender] vegetation, plants yielding seed,","['affirmed', 'and', 'sustained', 'it', '.', '\n', '11So', 'God', 'said', ',']","['""', 'Let', 'there', 'be', 'light', ',', '""', 'and', 'there', 'was', 'light', '.']","['“', 'Let', 'the', 'earth', 'sprout', '[', 'tender', ']', 'vegetation', ',', 'plants', 'yielding']",0.9166666666666666,327,348
365,gpt-3.5-turbo,English Standard Bible,328,23,"seed, each according to its kind. And God saw that it was good. 
13 And there was evening and","['seed', ',', 'each', 'according', 'to', 'its', 'kind']","['""', 'God', 'said', ',', ""'"", 'Let', 'the', 'earth', 'bring', 'forth', 'vegetation', ',', 'plants', 'yielding', 'seed', ',']","['.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n', '13', 'And', 'there', 'was', 'evening', 'and']",1.0,327,349
956,gpt-3.5-turbo,King James Bible,328,30,"and the morning were the third day.
14And God said, Let there be lights in the firmament of the heaven to divide the day from the night","['and', 'the', 'morning', 'were', 'the', 'third', 'day', '.', '\n', '14And', 'God', 'said', ',']","['""', 'Let', 'there', 'be', 'lights', 'in', 'the', 'firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the']","['Let', 'there', 'be', 'lights', 'in', 'the', 'firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night']",0.1176470588235294,327,356
228,gpt-3.5-turbo,English Standard Bible,330,20,"each according to its kind. And God saw that it was good. 
13 And there was evening","['each', 'according', 'to', 'its', 'kind']","['""', 'Let', 'the', 'earth', 'bring', 'forth', 'living', 'creatures', ',', 'each', 'according', 'to', 'its', 'kind', '...']","['.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n', '13', 'And', 'there', 'was', 'evening']",1.0,329,348
313,gpt-3.5-turbo,English Standard Bible,332,26,"to its kind. And God saw that it was good. 
13 And there was evening and there was morning, the third day","['to', 'its', 'kind', '.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.']","['""', 'And', 'God', 'said', ',', ""'"", 'Let', 'the', 'earth', 'bring', 'forth', 'living', 'creatures', 'according']","['\n', '13', 'And', 'there', 'was', 'evening', 'and', 'there', 'was', 'morning', ',', 'the', 'third', 'day']",1.0,331,356
91,gpt-3.5-turbo,Christian Standard Bible ,333,40,": the third day.
14 Then God said, “Let there be lights in the expanse of the sky to separate the day from the night. They will serve as signs for seasons and for days","[':', 'the', 'third', 'day', '.', '\n', '14', 'Then', 'God', 'said', ',', '“', 'Let', 'there', 'be', 'lights', 'in', 'the', 'expanse']","['of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', '.', 'They', 'will', 'serve', 'as', 'signs', 'for', 'seasons', 'and', 'for', 'days']","['of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', '.', 'They', 'will', 'serve', 'as', 'signs', 'for', 'seasons', 'and', 'for', 'days']",0.0,332,371
604,gpt-3.5-turbo,Amplified Bible,333,34,"
11So God said, “Let the earth sprout [tender] vegetation, plants yielding seed, and fruit trees bearing fruit according to (limited to, consistent with) their","['\n', '11So', 'God', 'said', ',', '“', 'Let']","['there', 'be', 'light', '”', ';', 'and', 'there', 'was', 'light', '.']","['the', 'earth', 'sprout', '[', 'tender', ']', 'vegetation', ',', 'plants', 'yielding']",1.0,332,348
405,gpt-3.5-turbo,New Living Translation Bible,333,36,"And God saw that it was good.
13 And evening passed and morning came, marking the third day.
14 Then God said, “Let lights appear in the sky to","['And', 'God', 'saw', 'that', 'it', 'was', 'good', '.']","['""', 'And', 'God', 'saw', 'everything', 'that', 'he', 'had', 'made', ',', 'and', 'behold', ',', 'it', 'was', 'very', 'good', '.', '""']","['\n', '13', 'And', 'evening', 'passed', 'and', 'morning', 'came', ',', 'marking', 'the', 'third', 'day', '.', '\n', '14', 'Then', 'God', 'said']",1.0,332,358
511,gpt-3.5-turbo,New Living Translation Bible,337,28,"it was good.
13 And evening passed and morning came, marking the third day.
14 Then God said, “Let lights appear","['it', 'was', 'good', '.', '\n', '13', 'And', 'evening', 'passed', 'and', 'morning', 'came']","['the', 'third', 'day', '.']","[',', 'marking', 'the', 'third']",1.0,336,351
174,gpt-3.5-turbo,Christian Standard Bible ,337,28,".
14 Then God said, “Let there be lights in the expanse of the sky to separate the day from the night. They will","['.', '\n', '14', 'Then', 'God', 'said', ',', '“', 'Let', 'there', 'be', 'lights', 'in', 'the']","['sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', ';', 'let', 'them', 'serve', 'as', 'signs']","['expanse', 'of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', '.', 'They', 'will']",0.6428571428571429,336,363
475,gpt-3.5-turbo,New Living Translation Bible,337,27,"it was good.
13 And evening passed and morning came, marking the third day.
14 Then God said, “Let lights","['it', 'was', 'good', '.', '\n', '13', 'And', 'evening', 'passed', 'and', 'morning']","['came', ',', 'marking', 'the', 'first', 'day', '.']","['came', ',', 'marking', 'the', 'third', 'day', '.']",0.1428571428571428,336,353
889,gpt-3.5-turbo,King James Bible,337,26,"14And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be","['14And', 'God', 'said', ',', 'Let', 'there', 'be', 'lights', 'in', 'the']","['firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them', 'be']","['firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them', 'be']",0.0,336,361
873,gpt-3.5-turbo,King James Bible,338,25,"God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be","['God', 'said', ',', 'Let', 'there', 'be', 'lights']","['in', 'the', 'firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them', 'be']","['in', 'the', 'firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them', 'be']",0.0,337,361
967,gpt-3.5-turbo,King James Bible,339,23,"said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them","['said', ',', 'Let', 'there', 'be', 'lights', 'in', 'the']","['firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them']","['firmament', 'of', 'the', 'heaven', 'to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them']",0.0,338,360
127,gpt-3.5-turbo,Christian Standard Bible ,339,33,"14 Then God said, “Let there be lights in the expanse of the sky to separate the day from the night. They will serve as signs for seasons and for","['14', 'Then', 'God', 'said', ',', '“', 'Let']","['there', 'be', 'light', ',', '”', 'and', 'there', 'was', 'light', '.']","['there', 'be', 'lights', 'in', 'the', 'expanse', 'of', 'the', 'sky', 'to']",0.8,338,354
814,gpt-3.5-turbo,King James Bible,339,25,"said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for","['said', ',', 'Let', 'there', 'be', 'lights', 'in', 'the', 'firmament', 'of', 'the', 'heaven']","['and', 'let', 'them', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them']","['to', 'divide', 'the', 'day', 'from', 'the', 'night', ';', 'and', 'let', 'them', 'be', 'for']",0.3846153846153846,338,362
360,gpt-3.5-turbo,English Standard Bible,340,36,"it was good. 
13 And there was evening and there was morning, the third day.
14 And God said, “Let there be lights in the expanse of the heavens","['it', 'was', 'good', '.', '\n', '13', 'And', 'there', 'was']","['evening', 'and', 'there', 'was', 'morning', ',', 'the', 'third', 'day', '.']","['evening', 'and', 'there', 'was', 'morning', ',', 'the', 'third', 'day', '.']",0.0,339,357
190,gpt-3.5-turbo,Christian Standard Bible ,340,29,"Then God said, “Let there be lights in the expanse of the sky to separate the day from the night. They will serve as signs for","['Then', 'God', 'said', ',', '“', 'Let', 'there']","['be', 'light', ',', '”', 'and', 'there', 'was', 'light', '.']","['be', 'lights', 'in', 'the', 'expanse', 'of', 'the', 'sky', 'to']",0.8888888888888888,339,354
66,gpt-3.5-turbo,Christian Standard Bible ,345,28,Let there be lights in the expanse of the sky to separate the day from the night. They will serve as signs for seasons and for days,"['Let', 'there', 'be', 'lights', 'in', 'the', 'expanse', 'of', 'the', 'sky']","['to', 'separate', 'the', 'day', 'from', 'the', 'night', '.']","['to', 'separate', 'the', 'day', 'from', 'the', 'night', '.']",0.0,344,361
126,gpt-3.5-turbo,Christian Standard Bible ,345,27,Let there be lights in the expanse of the sky to separate the day from the night. They will serve as signs for seasons and for,"['Let', 'there', 'be', 'lights', 'in', 'the', 'expanse']","['of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', '.']","['of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', '.']",0.0,344,361
428,gpt-3.5-turbo,New Living Translation Bible,346,25,"and morning came, marking the third day.
14 Then God said, “Let lights appear in the sky to separate the","['and', 'morning', 'came', ',', 'marking', 'the', 'third', 'day', '.', '\n', '14']","['""', 'And', 'morning', 'came', ',', 'marking', 'the', 'third', 'day', '.', 'And', 'God', 'said', ',']","['Then', 'God', 'said', ',', '“', 'Let', 'lights', 'appear', 'in', 'the', 'sky', 'to', 'separate', 'the']",1.0,345,369
327,gpt-3.5-turbo,English Standard Bible,350,28,"and there was morning, the third day.
14 And God said, “Let there be lights in the expanse of the heavens to separate","['and', 'there', 'was', 'morning', ',', 'the']","['first', 'day', '.']","['third', 'day', '.']",0.3333333333333333,349,357
175,gpt-3.5-turbo,Christian Standard Bible ,350,33,"the expanse of the sky to separate the day from the night. They will serve as signs for seasons and for days and years. 
15 They will be lights in","['the', 'expanse', 'of', 'the', 'sky']","['the', 'expanse', 'of', 'the', 'sky', 'is', 'a', 'testament', 'to', 'the', 'vastness', 'of', 'God', ""'s"", 'creation', '.']","['to', 'separate', 'the', 'day', 'from', 'the', 'night', '.', 'They', 'will', 'serve', 'as', 'signs', 'for', 'seasons', 'and']",1.0,349,369
403,gpt-3.5-turbo,New Living Translation Bible,352,26,"third day.
14 Then God said, “Let lights appear in the sky to separate the day from the night. Let them","['third', 'day', '.', '\n', '14']","['""', 'And', 'God', 'said', ',', ""'"", 'Let', 'there', 'be', 'lights', 'in', 'the', 'expanse', 'of', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from']","['Then', 'God', 'said', ',', '“', 'Let', 'lights', 'appear', 'in', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the', 'night', '.', 'Let', 'them']",0.6666666666666666,351,376
582,gpt-3.5-turbo,New Living Translation Bible,353,37,"day.
14 Then God said, “Let lights appear in the sky to separate the day from the night. Let them be signs to mark the seasons, days, and years.","['day', '.', '\n', '14', 'Then', 'God']","['said', ',', '""', 'Let', 'there', 'be', 'light', ',', '""', 'and', 'there', 'was', 'light', '.']","['said', ',', '“', 'Let', 'lights', 'appear', 'in', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from']",0.7857142857142857,352,371
274,gpt-3.5-turbo,English Standard Bible,355,37,"the third day.
14 And God said, “Let there be lights in the expanse of the heavens to separate the day from the night. And let them be for isigns and for","['the', 'third', 'day', '.', '\n']","['""', 'And', 'on', 'the', 'third', 'day', ',', 'he', 'rose', 'again', '.', '""']","['14', 'And', 'God', 'said', ',', '“', 'Let', 'there', 'be', 'lights', 'in', 'the']",0.9166666666666666,354,370
962,gpt-3.5-turbo,King James Bible,355,33,"from the night; and let them be for signs, and for seasons, and for days, and years:
15And let them be for lights in the firmament of","['from', 'the', 'night', ';', 'and', 'let']","['there', 'be', 'light', '.']","['them', 'be', 'for', 'signs']",0.75,354,363
753,gpt-3.5-turbo,Amplified Bible,360,39,"limited to, consistent with) their kind, whose seed is in them upon the earth”; and it was so. 
12The earth sprouted and abundantly produced vegetation, plants yielding seed according to their","['limited', 'to', ',', 'consistent', 'with', ')']","['the', 'principles', 'of', 'justice', 'and', 'righteousness', '.']","['their', 'kind', ',', 'whose', 'seed', 'is', 'in']",1.0,359,371
553,gpt-3.5-turbo,New Living Translation Bible,360,29,", “Let lights appear in the sky to separate the day from the night. Let them be signs to mark the seasons, days, and years","[',', '“', 'Let', 'lights', 'appear', 'in', 'the', 'sky', 'to', 'separate', 'the', 'day', 'from', 'the']","['night', '.', 'Let', 'them', 'be', 'signs', 'to', 'mark', 'the', 'seasons', ',', 'days', ',', 'and', 'years']","['night', '.', 'Let', 'them', 'be', 'signs', 'to', 'mark', 'the', 'seasons', ',', 'days', ',', 'and', 'years']",0.0,359,387
236,gpt-3.5-turbo,English Standard Bible,361,40,"And God said, “Let there be lights in the expanse of the heavens to separate the day from the night. And let them be for isigns and for jseasons,6 and for days and years, 
15","['And', 'God', 'said', ',', '“', 'Let', 'there', 'be', 'lights', 'in', 'the', 'expanse', 'of', 'the', 'heavens']","['to', 'separate', 'the', 'day', 'from', 'the', 'night', '.']","['to', 'separate', 'the', 'day', 'from', 'the', 'night', '.']",0.0,360,382
